"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID"
"6:50:08.1274241 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\CA\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1274324 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\CA\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1274410 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\CA\CTLs","SUCCESS","","2372"
"6:50:08.1274690 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1274765 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1274856 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1274939 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1275039 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","","2372"
"6:50:08.1275143 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1275219 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1275327 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1275411 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1275497 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","","2372"
"6:50:08.1275609 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1275681 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1275792 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1275874 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1275961 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","","2372"
"6:50:08.1276102 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1276170 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1276286 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read","2372"
"6:50:08.1276387 PM","banload1.exe","2664","RegSetInfoKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1276512 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1276585 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1276677 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1276760 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1276847 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","","2372"
"6:50:08.1276951 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1277024 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1277112 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1277195 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1277282 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","","2372"
"6:50:08.1277385 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1277456 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1277549 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1277631 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1277717 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","","2372"
"6:50:08.1277789 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","","2372"
"6:50:08.1277987 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1278065 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1278156 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1278239 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1278327 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","","2372"
"6:50:08.1278432 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1278505 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1278592 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1278676 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1278779 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","","2372"
"6:50:08.1278886 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1278958 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1279054 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 1, Values: 0","2372"
"6:50:08.1279137 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 1, Values: 0","2372"
"6:50:08.1279222 PM","banload1.exe","2664","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Index: 0, Name: 27748148BBE67A43CDBFEC6C3784862CE134E6EA","2372"
"6:50:08.1279348 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1279422 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA","SUCCESS","Desired Access: Read","2372"
"6:50:08.1279527 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA\Blob","BUFFER OVERFLOW","Length: 12","2372"
"6:50:08.1279621 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA\Blob","BUFFER OVERFLOW","Length: 144","2372"
"6:50:08.1279704 PM","banload1.exe","2664","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA\Blob","SUCCESS","Type: REG_BINARY, Length: 598, Data: 03 00 00 00 01 00 01 00 14 00 00 00 27 74 81 48","2372"
"6:50:08.1279802 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA","SUCCESS","","2372"
"6:50:08.1280077 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","","2372"
"6:50:08.1280248 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1280319 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: Name","2372"
"6:50:08.1280449 PM","banload1.exe","2664","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\SystemCertificates\Disallowed","REPARSE","Desired Access: Read","2372"
"6:50:08.1280541 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read","2372"
"6:50:08.1280646 PM","banload1.exe","2664","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1280754 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1280830 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1280922 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1281013 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1281102 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","","2372"
"6:50:08.1281206 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1281279 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1281364 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1281548 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1281642 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","","2372"
"6:50:08.1281747 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1281824 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1281926 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1282015 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1282112 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","","2372"
"6:50:08.1282189 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","","2372"
"6:50:08.1282414 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1282497 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1282589 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1282673 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1282761 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\Certificates","SUCCESS","","2372"
"6:50:08.1282864 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1282939 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1283030 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1283114 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1283202 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CRLs","SUCCESS","","2372"
"6:50:08.1283304 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1283376 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1283462 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1283547 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1283637 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\EnterpriseCertificates\Disallowed\CTLs","SUCCESS","","2372"
"6:50:08.1283819 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1283893 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1283985 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1284069 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1284159 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","","2372"
"6:50:08.1284263 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1284335 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1284421 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1284503 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1284589 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","","2372"
"6:50:08.1284705 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1284781 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1284870 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1284953 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1285040 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","","2372"
"6:50:08.1285195 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1285263 PM","banload1.exe","2664","RegQueryKey","HKCU","SUCCESS","Query: Name","2372"
"6:50:08.1285386 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Desired Access: Read","2372"
"6:50:08.1285500 PM","banload1.exe","2664","RegSetInfoKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","2372"
"6:50:08.1285618 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1285691 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1285784 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1285867 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1285957 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","","2372"
"6:50:08.1286063 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1286134 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1286221 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1286304 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1286392 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","","2372"
"6:50:08.1286512 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1286584 PM","banload1.exe","2664","RegOpenKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1286672 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1286754 PM","banload1.exe","2664","RegQueryKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1286842 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","","2372"
"6:50:08.1286917 PM","banload1.exe","2664","RegCloseKey","HKCU\Software\Policies\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","","2372"
"6:50:08.1287119 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1287194 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Desired Access: Read","2372"
"6:50:08.1287283 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1287367 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1287456 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\Certificates","SUCCESS","","2372"
"6:50:08.1287560 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1287632 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1287723 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1287807 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1287895 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CRLs","SUCCESS","","2372"
"6:50:08.1287999 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople","SUCCESS","Query: HandleTags, HandleTags: 0x400","2372"
"6:50:08.1288071 PM","banload1.exe","2664","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Desired Access: Read","2372"
"6:50:08.1288159 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1288243 PM","banload1.exe","2664","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0","2372"
"6:50:08.1288333 PM","banload1.exe","2664","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople\CTLs","SUCCESS","","2372"
"6:50:08.1288466 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0","2372"
"6:50:08.1288534 PM","banload1.exe","2664","RegQueryKey","HKLM","SUCCESS","Query: Name","2372"
